"articleid"	"text"	"source_name"	"language"	"iso3"
"20230224131500_tra_A0000366"	"the rada television channel . the head of the chancellery of the commission on foreign affairs of the central committee of the cpc van and , speaking on february 18 at the munich security conference , to present his plan of settlement . on february 22 , van and in  moscow  met president vladimir putin , after that the china foreign ministry that russia confirmed the readiness to resolve the conflict through negotiations . the ukrainian foreign minister dmitry kuleb that van and shared with him the details of the peaceful plan and ukraine will study them . on february 24"	"rbc.ru"	"rus"	"NLD"
"20180111133000_tra_A0002588"	") won a judicial case against the public organization \ '' the system of people 's control\ '' \ '' word and business\ '' , protecting its honor , dignity and business reputation , the relevant decision on december 7 , approved the pechersk district court . the city of  kyiv, passes with reference to . it is noted that on may 30 , 2017 , the publication of \ '' krivian mary\ '' was published on the analytical portal \ '' word and business\ '' the then ministers of volodymyr pryviazhnyuk , eduard stavitsky and mykola zlochevsky the abbreviated text"	"depo.ua"	"ukr"	"UKR"
"20230709014500_tra_A0000074"	"after the failure of the counterattack , the president of ukraine vladimir  zelensky will have to abandon the lost territories , writes the british newspaper guardian , simon tisdall . his words are given by ria novosti . in his opinion , in such a situation , kyiv will have no choice but to start negotiations and “ exchange ” the territory for"	"mk.ru"	"rus"	"BLR"
"20220304091500_eng_A0000134"	"was adopted by a majority of the 193-member un general assembly , received 141 affirmative votes , five against and 35 abstentions . nechytaylo also expressed gratitude to every single malaysian for supporting the plight of ukrainians through charitable donations managed under the embassy to assist humanitarian relief efforts in  ukraine , adding that the amount of funds collected was “ amazing ” and assured that the money would go to the people in need in his homeland . the ambassador said he is worried that the tremors of the ukraine-russia conflict will be felt across the globe in terms of"	"malaymail.com"	"eng"	"MYS"
"20230302080000_tra_A0000593"	"the summer universiade , the coach of the chinese national team alena dyachenko , who held master classes in the baku olympic sports complex , said . noting that he visits baku for the third time , a. dyachenko said that she participated here in competitions as part of the  ukrainian national team : “ i also came here in connection with the competition of the world cup . we had the opportunity to take a walk here . i really like baku , this is a very beautiful city . he reminds me of my native kyiv . © when"	"azertag.az"	"rus"	"AZE"
"20220707163000_tra_A0001188"	"the russian-ukrainian war . in response to russian aggression , the united kingdom actively provides ukraine with military and humanitarian aid , as well as imposing sanctions against the russian federation and belarus . for example , on june 16 , the united kingdom announced that it would transfer to  ukraine on june 30 at that time the current prime minister reported that the country was still £ 1 billion . in total , the uk as of the end of june allocated to ukraine for £ 3.8 billion for ukraine two days before the resignation , july 5 , johnson"	"gordonua.com"	"ukr"	"UKR"
"20220517020000_tra_A0001282"	"rakyat mind - advisor of mayor vadym boychenko , petro andryushchenko said he had offered money to his people , as long as on condition . this condition , explained petro andryushchenko , was to blame the volodymy  zelensky forces for the destruction of the city and the deaths of residents there . in the telegram upload petro andryushchenko said he wanted to give a compensation as long as the residents submitted a written statement containing troops responsible for damage to the house and the death of their family"	"pikiran-rakyat.com"	"ind"	"BRN"
"20220411153000_tra_A0001761"	"allies and partners in the middle east and indo-pacific are considered as potythegles , such as vietnam . thus , the wording of russia-ukraine war as a conflict between democracies and absoluties involves risk either to restrict us relations with their partners or undermine political unity , leaving space in  russia , china or others to blame the us and their partners for hypocrisy . the framework of democracy against authoritarianism also makes it almost impossible to de-escalate russia-ukraine war , as a long-term conflict between two political systems will end only when one idea defeats and the other is defeated"	"eleftherostypos.gr"	"ell"	"GRC"
"20220504120000_eng_A0000303"	"silver bullet for its energy security . timing is crucial require more than a year to develop , whereas the most critical moment for europe is expected to come during the next heating season . the region is currently unable to fully provide a substitute to the volumes imported from  russia , at least when it comes to oil and gas , but can make important contributions if producers fully leverage existing infrastructures , like lng terminals in algeria and egypt , pipelines in algeria and libya , nadim abillama , middle east and north africa ( mena ) program officer"	"dw.com"	"eng"	"DZA"
"20220227140000_tra_A0000270"	"ukraine from the south , the north ( including from the territory of belarus ) and the east . they began , caused rocket-bomb strikes on a number of airfields and other military objects . russia . the minister of foreign affairs of ukraine dmitry kuleba said that putin against  ukraine , and called on the world to respond . president of ukraine vladimir zelensky in the morning of february 24 throughout the country . the verkhovna rada . the president called on ukrainians not to panic , and promised that everyone would protect ukraine . according to zelensky , the"	"gordonua.com"	"rus"	"UKR"
"20230125184500_eng_A0001515"	"a diplomatic row , with zambia demanding an urgent explanation from the kremlin.tanzania on tuesday meanwhile confirmed that nemes tarimo , another student , had been killed after also being recruited in jail by wagner. “ when tarimo was serving jail , he was given an opportunity to join the  russian army group called wagner for payment and the promise that he would be freed after the war , ” tanzanian foreign minister stergomena tax said. “ tarimo agreed and he was taken to ukraine where he was killed on october 24. ” tarimo , who had been studying in russia"	"vanguardngr.com"	"eng"	"AND"
"20220308084500_tra_A0001880"	"stop in contact with russian clubs and agents.det will make it difficult for russian ice hockey players to move to north america.nh1 continues to take action against russia , by the countrys invasion of ukraine .the north american league has announced its clubs not to contact the khl clubs and  russia -based agents , as part of the repeal of the cooperation agreement between the ligorna.de can continue to communicate with north american agents certified by the player compartment nhlpa , but may have more difficult to complete agreements regarding player transitions.male make nhl deputy commissioner bill daly has confirmed the"	"aftonbladet.se"	"swe"	"NOR"
"20190527141500_eng_A0000571"	", rebuilding our military , taking care of our vets ( choice ) , judges , best jobs numbers ever , and much more ? ” trump said . “ dems are obstructionists ! ” in another tweet , trump referenced special counsel robert mueller ’ s completed investigation on  russia ’ s interference in the 2016 election and said , “ the dems are getting nothing done in congress ! they only want a do-over on mueller ! ” trump ’ s tweet about impeachment was in response to comments made on sunday by freshman michigan democratic rep. rashida tlaib"	"foxnews.com"	"eng"	"USA"
"20201012164500_tra_A0000878"	"are younger retirement age and even found a job - refusal ? ! not only is this ridiculous principle ruptured related bonds , so he still caused obvious harm and economy , and the demographics of our country . so its just great that from today , all parents of  russian citizens , moving out from abroad , will be able to quickly and simply receive citizenship of the russian federation . and also thanks to the new law no . 209 in a simplified manner , citizenship will be able to receive children ( according to parents , guardians ,"	"rg.ru"	"rus"	"UZB"
"20221010100000_tra_A0000554"	"it becomes safe , they should leave ukraine on ground transport . the drivers also published a memo on how to behave during explosions . employees of the embassy emphasized that the situation in ukraine remains unstable and may worsen in the near future . in many large cities of  ukraine , explosions . air anxiety was announced throughout the country ."	"rg.ru"	"rus"	"BLR"
"20180121074500_eng_A0000412"	"base , a military airport in northwest syria under the control of syrian kurdish militants . at least six civilians and three kurdish fighters were killed in afrin 's city center , the ypg command said , adding that another 13 civilians were wounded.while damascus condemned ankara 's campaign ,  moscow  urged restraint and respect for the territorial integrity of syria , emphasizing the importance of focusing international efforts on the syrian peace process following the defeat of islamic state ( is , formerly isis ) .turkey 's maintains that un security council resolutions 1624 , 2170 , and 2178 allow"	"rt.com"	"eng"	"ARE"
"20190103213000_tra_A0002474"	"followed by , but the surprise was that the plane , which carried al-bashir to the syrian capital , is a russian military plane 154 ! . these days are the days of a mauritanian presidential visit to syria in the term perspective , and then about russian temptations by  moscow  with mauritanians to complete this visit as soon as possible ! . after the visit of al-bashir , putin had a significantly celebrated a media , and he had come out on arab capitals . since eight years ! during days from now , a summit will be held in"	"almasryalyoum.com"	"ara"	"LBY"
"20230118174500_tra_A0000441"	"equipment to the zone in their photo : anna mayorova © ura.ru the government tightens the control of the budget for the special operation and the implementation of the state defense order . experts came to this conclusion , evaluating the statements of the head of the government of the  russian federation mikhail mishustin at a meeting of the coordinating council to meet the needs of the armed forces within the framework of its 18 january . the prime minister asked his colleagues to personally monitor the supply of the army on time with everything necessary . the first results of"	"ura.news"	"rus"	"LVA"
"20230622223000_tra_A0001048"	", and there will be nothing left of that truth , ” she explained why she did not want to speak for czech television , czech radio , a list of reports with which she is now judging . she responded to a report that appeared on the news that  russian media notice the liberation of a czech teacher who supported a special operation , they are noting . “ of course , it is what i am talking about , they are going on their own and writing how they use and how they need them . exactly in this"	"parlamentnilisty.cz"	"ces"	"CZE"
"20220708210000_tra_A0000764"	"mig-29 in golubovka in dnr and nine unmanned aircraft in the areas of the settlement of žovtnevo , boldirevo , kovalevka , petrovka , dolgenko , capitolship and kujbishevo . according to the ministry of defense of the russian federation , the armed forces are focused on military infrastructure and  ukrainian troops and , on march 25 , the main tasks of the first phase - significantly reduced the combat potential of ukraine . the main goal of the russian army is to release donbas . russias special military operation in ukraine has started on february 24th . follow us on"	"prva.rs"	"srp"	"SRB"
"20181102184500_tra_A0002679"	"history the wives of the  russian officers , dressed in night shirts , went to the market , and their husbands bought enormous amounts of food , dozens of threads , dozens of meters ..."	"timpul.md"	"ron"	"MDA"
"20220930073000_tra_A0001851"	"attend the ceremony in one of the largest premises of the kremlin-the solemn georgiev hall . the russian leader will hold a big speech during the event . even before he invaded ukraine , putin recognized dpr and lnr as independent . however , the law on acceptance in the  russian federation requires in a similar way moscow first recognizes kherson and zaporozha region as independent countries and clearly indicate exactly what limits , since not everything is occupied there . the president then signed interstate treaties whose legality of the constitutional court in the country should rule ."	"novini.bg"	"bul"	"BGR"
"20220619223000_tra_A0000184"	"” said the head of the dpr during an interview with belarus 1. he noted that in particular , the dpr is interested in cooperation with belarus in the field of agriculture . “ i think everything will be growing , ” the politician summed up . russian president vladimir  putin  announced the beginning in ukraine on february 24 , 2022. as the main goals , the russian leader declared the liberation of the donetsk and lugansk peoples republics , as well as the denazification and demilitarization of ukraine . more than a hundred thousand russians are reading our news in"	"ura.news"	"rus"	"RUS"
"20230112181500_tra_A0000615"	"thanks to the fact that its director , mela márquez , seeing the two parts of 80 minutes each of the ribbon was very happy with its quality . he commented that the work was only exhibited so far at festivals in the united states , india , venezuela ,  russia and other european countries , always with good acceptance , and the cinematheque scheduled the first part for this thursday and the second for friday . “ my idea is that the public from the latin american countries can see it , in particular the ones that have the most"	"prensa-latina.cu"	"spa"	"NIC"
"20220217203000_tra_A0001799"	"some progress has been made in negotiations to achieve a new nuclear agreement . the talks were held in vienna , austria , and open a new door of hope for other world powers . after weeks of doubts , united states , france , germany , uk and even  russia did not believe in the intentions of iran , questioning the requirements of the islamic republic . however , ned price , a spokesman for the state department , came to the public to say that there were some progress to return to the nuclear agreement . what we can"	"rtp.pt"	"por"	"MOZ"
"20220424213000_tra_A0001087"	"be another day of fear , anguish , loss and separation of loved ones , for war continues without truce . may strength and courage be with them , ” said the united nations high commissioner today for refugees , filippo grandi . in early april , just over 1,151,000  ukrainians fled from the country , much less than the 3.4 million that chose to leave during the month of march . pub • continue to read the international organization for migration ( im ) , also linked to the united nations , indicated that more than 218,000 non -ukrainians ,"	"observador.pt"	"por"	"PRT"
"20210408170000_tra_A0000565"	"armenian ambassador and deputy minister of the russian federation exchanged views on the current situation in nagorno-karabakh 17:52 , 8 april , 2021 deputy minister of foreign affairs of the  russian federation sergei vershinin took an ambassador of the republic of armenia in the russian federation vardan tanyan at his request . according to the official website of the ministry of foreign affairs of the russian federation , a detailed exchange of views took place on the current situation in nagorno-karabakh"	"armenpress.am"	"rus"	"ARM"
"20180508201500_tra_A0004405"	"under the current government , the future of iranians belongs to the president trump is not surprising that he was now withdrawn from the nuclear agreement . we would sign the iranian nuclear program tehran and group 5 + 1 ( china , usa , france , great britain ,  russia and germany ) in vienna before entering donald trump in the white house . this agreement strictly regulates tehran 's nuclear activities , and it guarantees exclusively peaceful application of nuclear technology. ``"	"avaz.ba"	"bos"	"MNE"
"20200716211500_eng_A0000657"	"china , hepa filters are in high demand as they are highly effective to reduce indoor and outdoor particles . as part of healthy living , several consumers in china have installed air purifiers in their houses in china.segmentation by geography• north americao uso canada• europeo uko germanyo franceo italyo  russia • apaco chinao japano indiao south koreao australia• latin americao brazilo argentinao mexicoo chileo colombia• middle east & africao south africao saudi arabiao uaeo turkeyo egyptinsights by vendorsthe global air purifier market is in the growth stage . it has achieved popularity and high penetration in china , india ,"	"yahoo.com"	"eng"	"THA"
"20220307150000_tra_A0000311"	"in cologne : brings breaks off the hay market , but ukraine does not matter i tried it , but i can not anymore , singer had said on stage and then finished the performance . however , the decision did not hit the 57-year-old because of the war in  ukraine , but for another reason . he still struggles with the consequences of his disease , reports peter in conversation with express.de . the condition was not restored yet , he realizes the sport , but of course on stage . and at this carnival day in the dorint ,"	"express.de"	"deu"	"DEU"
"20230707141500_tra_A0001002"	"photo : the russian minoborities russians suffer heavy losses in the south of  ukraine , the enemy concentrates tremendous efforts to prevent the advancement of ukrainian forces ahead in the tauride direction . ukrainian troops wedged into the defense of russian aggressors in a tauride direction over a sufficient distance so that they were forced to regroup their troops . this was said by"	"korrespondent.net"	"rus"	"UKR"
"20221001113000_eng_A0000043"	"from imminent death as she described how critical infrastructure like heating stations have been destroyed during the russian invasion . she said their mission is to make sure that their children never have to fight for their sovereignty and their freedom in the future . she described the situation for  ukrainians as so desperate . we know if we wouldnt finish this battle right now it will come back . it always comes back . what we see right now that if russia remains at the way they are right now it will always be a threat for ukraine , for"	"rte.ie"	"eng"	"IRL"
"20230423070000_tra_A0001819"	", have a characteristic species-stubborn that face and edematous eyes , but there is no rash at this time yet ... ria novosti , 04/23/20232023-04-23t09 : 042023-04-23t09 : 042023-04-23t15 : 04 social and federal service in the field of consumer protection and human well-being ( human well-being ( rospotrebnadzor )  russia /html/head/meta [ @ name = og : title ] / @ content/html/head/meta [ @ name = og : description ] / @ contenthttps : //cdnn21.img.ria . ru/images/07e7/04/15/1866998891_0 : 114 : 3072 : 1842_1920x0_80_0_0_778705b43b858616596d2e9a2b3ebc71.jpgmoskva , april 23 - ria novosti . patients with measles on the third or fourth day of"	"ria.ru"	"rus"	"KAZ"
"20230721181500_tra_A0001744"	"show such an instinct against 29.4 % ) . the role also plays the relatively higher one against the background of other politicians in the country the popularity of president rumen radev , analysts say . this is probably why 59.4 % do not accept the view that it defends  russian rather than bulgarian interest , and 31.1 % accept it . the rest are hesitant . photo : gallup international balkan as if gerb are not as victims of the assembly as we continue the change - democratic bulgaria ( pp and db ) . the popular allegations that the"	"novinite.bg"	"bul"	"BGR"
"20190606051500_tra_A0000842"	"in the rbc , reports . crimeans voted absolutely freely . in april 2014 , i spoke about this state secretary of the united states john kerry : everything is clear . everything happened as i wanted the crimean people . but for the order , spend another referendum .  russia has rejected this proposal . from which miracle ? if you are all understood , why once again gave people to some vote ? i hope john doesnt offend me . he too published some secrets from our conversations in his memoirs , said lavrov . in the referendum there"	"depo.ua"	"ukr"	"UKR"
"20220314103000_tra_A0002490"	"( iefp ) for this purpose , assigned by the ministry of labor to the news at the minute . companies with availability to recruit ukrainian citizens can fill in . it is an initiative of the portuguese executive , launched on february 28 , to support the citizens of  ukraine that they intend for reasons of armed and humanitarian conflict , reside in portugal . according to the government , iefp will do the mapping of the competences of the ukrainian workers welcomed , places in accordance / residence and employment offerings available , and will contact candidates if an"	"noticiasaominuto.com"	"por"	"PRT"
"20221115180000_tra_A0001550"	"the former ambassador in russia božo kovacevic guested in novi day and commented the explosion of the projectile in polish soil , as well as the possibility of escalation between  russia and west ."	"danas.rs"	"srp"	"MNE"
"20230708210000_tra_A0000359"	"supply ( armed forces ) cassette ammunition . his words agency ansa . the politician called madness the transmission of the armed forces of the armed forces of cassette ammunition and recalled that they are prohibited by the convention . against the background of such actions , the conflict in  ukraine “ risks never ending , ” he said . according to de christophoro , “ there is no possibility ” of the end of the crisis “ victory on the field ” of the battle . “ a real way of the world , promoted by europe , is necessary"	"lenta.ru"	"rus"	"CYP"
"20220209100000_tra_A0000779"	"so much that the p0rondas are made , the yankis in the films showing themselves as the saviors of the planet fighting against the  russians in many of them and at the end , at the time of truth , they shitted up to the legs . the mouth is filled using humanitarian intervention as an excuse to attack weak countries of the middle east and steal their resources but when they plant a real"	"taringa.net"	"spa"	"URY"
"20220306004500_tra_A0000221"	"santo domingo.-the president of the republic , luis abinader , said this saturday that the government will continue to take measures to mitigate any situation related to the high prices caused by the related geopolitical situation between russia and  ukraine . we will be every day next to the dominican people to try to solve these problems to the extent that we are able to do so , said the head of state said that according to experts this is a crisis period can be extended for about six months"	"eldia.com.do"	"spa"	"SPM"
"20220825171500_eng_A0000188"	"moscow , aug 25 ( prensa latina ) the  russian minister of defense , sergey shoigu , discussed with his french counterpart , sebastien lecornu , the situation in ukraine and especially in the zaporizhzhia nuclear power plant , the russian military minister communicated ."	"plenglish.com"	"eng"	"CUB"
"20221107141500_tra_A0002474"	"will we go to war against russia if we send weapons to  ukraine ?"	"fakti.bg"	"bul"	"BGR"
"20230515190000_tra_A0000772"	"direction , 479 times the enemy with different systems , fired over our positions with different artillery . four air raids occurred , ” he said . according to him , during the battles it was possible to destroy 149 invaders , and another 160 - to injure , the  ukrainian fighters captured six invaders . for a day , the ukrainian military knocked out two infantry combat vehicles , two armored vehicles , three enemy drones and a field warehouse with ammunition . “ the enemy is trying to capture the city itself , make incredible efforts to this ."	"korrespondent.net"	"rus"	"UKR"
"20230211100000_tra_A0000295"	"taking into account the proposals of the russian side and the situation on earth , but the ukrainian regime is not interested in this , previously said in interview with ria novosti permanent representative of the russian federation at the un vasily nezenzya.https : //ria.ru/20230209/nato-1850914871.htmlhttps : //ria.ru/20230206/nato-1850138792.htmlfinlandyeukraies news news mia  russia today https : //xn -- -c1acbl2abdlkab1og.xn -- p1ai/awards/2023 khrovostruru-ruhttps : //ria.ru/docs/about/copyright.htmlhttps : //xn-c1acbl2abdlkab1og- /ria novosti sternet-group @ rian.ru7 495 645-66 01fgup mia “ russia today ” https : //xn -- -c1acbl2abdlkab1og.xn -- p1ai/awards/iasia news namesinternet-grup @ rian.ru7 495 645-6601fgup mia “ russia today ” https : //xn -- c1acbl2abdlkab1og.xn- -p1ai/awards/in"	"ria.ru"	"rus"	"BLR"
"20221202144500_tra_A0002501"	"cruise missiles aimed at military targets in ukraine is about to happen . the image of the aircraft concentrated at the engels air base was recorded by the satellite . photo : twitter , however , has very little data showing that russia will use ukrainian strategic bombers . both  russia and ukraine have not yet commented on the above information . russias tu-95 bomber . photo : wikipedia tu-95 ( nato identified as bear ) is a heavy strategic bomber manufactured and manufactured by tupolev . the tu-95 was put into the soviet army in 1956 and became an important"	"24h.com.vn"	"vie"	"VNM"
"20220325000000_tra_A0000247"	". in the interventions that follow each other , the so-called western countries ( united states , the european union and its allies ) reported that a resolution that did not name the aggressor was inadmissible . thus , the delegate of canada said that voting a humanitarian resolution on  ukraine was like talking about moby dick without naming the word ` whale , while that of austria said that even for countries traditionally neutral as yours neutrality does not mean neutrality of values < U+200B > < U+200B > or equidistance between the aggressor and the victim . todays session"	"opinion.com.bo"	"spa"	"BOL"
"20220313144500_tra_A0000203"	"closer than munichies own brittle history continues to shape the russia image in the east : the victory of the soviet army over nazi germany , the first flight to the space , also decades of anti-americanism . gdr citizens made holiday in the soviet union , learned the unloved  russian - and were moscow just closer than munich . michail gorbachev also looked positive , : the gorbi popular to this day left the peaceful revolution in eastern europe and the german unity . thereafter , there were disappointments about the west - in russia about the loss of pride"	"tagesspiegel.de"	"deu"	"DEU"
"20181010083000_tra_A0004436"	"russian delegate is a gift of farewell to nicky haili . \of course , i will give her a gift to farewell , \ '' nippinia said . to resign his counterpart , nicky haili , from her post . us president donald trump on tuesday , haili resigned during a"	"ammonnews.net"	"ara"	"BMU"
"20220708030000_tra_A0001141"	"central bank canceled the introduced foreign currency purchase regulations to alleviate the impact of the west sanctions . the purchase of pounds and swiss francs has also increased 2.5 times , but the demand for dollars and euro , which was once popular , has decreased . according to the  moscow  exchange , the transaction of the rubles and rmb reached a record of 44.3 billion rubles ( $ 703 million ) this week . the ministry of finance has indicated the possibility of starting a currency purchase of a friendship country to respond to the louvre high . authorities stopped"	"reuters.com"	"jpn"	"CAN"
"20230405003000_eng_A0002038"	"first reported by the . details on the forthcoming opening are slim for now , but the business times points out that nick ’ s crispy tacos will debut inside rockwell , a lounge at the same address . fans of nick ’ s crispy tacos will recall that the  russian hill fixture had similarly operated inside rouge nightclub at 1500 broadway . much to the dismay of taco tuesday fans , nick ’ s crispy tacos abruptly closed last december after two decades of serving hefty steak and battered fish tacos . on , nick ’ s crispy tacos shared"	"sfgate.com"	"eng"	"USA"
"20230114144500_eng_A0000255"	"baltic sea and is the only major seaport in lithuania.raimonds cudars , the energy minister in neighboring latvia , said the explosion in lithuania has not caused problems with natural gas supplies in latvia.cudars had been informed that the reason for the explosion was a technical accident.lithuania , like war-torn  ukraine , borders russia . it is situated on the baltic sea where the russia-to-germany nord stream gas pipelines were destroyed by explosions last year.firefighters rushed to the scene and flames lit up the dark lithuanian sky and were visible several kilometers away as the gas remaining in the pipe continued"	"saudigazette.com.sa"	"eng"	"FRO"
"20201215213000_tra_A0000413"	"of the funds leave non-cash or even cash to the non-cash ruble , and this is money that will leave the banking system , then it is probably possible to expect interest rates somewhere on half apler , popov believes . recall that earlier the head of the bank of  russia elvira nabiullina , that the digital ruble can be launched in the russian federation in the pilot mode by the end of 2021. however , the central bank , according to her , there is no goal to fully displace paper money from turnover . according to nabiullina , the"	"aif.ru"	"rus"	"LVA"
"20221209181500_tra_A0001206"	", the uk ambassador to the united nations said on friday . barbara woodward added that this includes hundreds of ballistic missiles and russia is offering tehran an unprecedented level of military and technical support in return . iran has admitted to sending drone shahed-136 to russia , for which  ukraine claims to have been used to constantly target critical energy infrastructure . however , iran claimed that these drones were secured before the war , while reporting that russia had commissioned hundreds of new iranian ballistic drones and rockets after a significant lack of military supplies . we know that"	"sot.com.al"	"sqi"	"ALB"
"20220330111500_tra_A0000880"	"to make him change his mind . the case of piquémarca explained a few weeks ago that he has in mind the possibility of making available to luis enrique to be in the qatar world cup . four years after the resignation of him after falling spain against russia in  moscow, the central one of the 103 games opens that door . luis enrique was not closed . but it is a path that in the selection is now contemplated with some skepticism . on the one hand , beyond the level of piqué , there is a well-formed block with"	"marca.com"	"spa"	"MEX"
"20230623143000_tra_A0000626"	"having increased the key rate almost double , up to 15 % per annum , the turkish central bank forced the closest economic partners of ankara to think tightly . this measure concerns  russia primarily , given the scope and the depth of bilateral cooperation . there are many questions . for example , will the traditional turkish import will rise in price for our country , will turkey become an inaccessible expensive vacation spot for russians ? the fact is that the turkish"	"mk.ru"	"rus"	"LVA"
"20220831213000_tra_A0000867"	"sound like chinese , since the former bulgarian salaries and working conditions are back ? the other four -day or four -day time with special agreements and with return , via atms , gifts and allowances ? is there a change in this regularity that the pandemic or war in  ukraine has spoiled us ? the further regularity of the black labor market with the paychecks in the pocket ... ( so as not to spoil the work subsidies soup and workers benefits ) ? this regularity ... closes 12 years in greece . but , at the same time ,"	"capital.gr"	"ell"	"CYP"
"20221105210000_eng_A0000160"	"quitting – defined as doing the bare minimum at work , either as a protest against your employer or to improve your work-life balance.our list this year reflects the state of the world right now , although , with the determination of the ukrainian people reflected by the inclusion of  kyiv, and the dawn of the new carolean age in the uk , there are rays of hope , beecroft said.last years collins word of the year was , the codes which give owners access to digital art . in 2020 , it was . ( with afp )"	"modernghana.com"	"eng"	"GHA"
"20220124204500_tra_A0000546"	"rubles , which is 38.3 % lower than in a similar period of 2020. we have invested a lot over recent years , now there is no need for such investments to develop a network and maintain quality , the companys representative explained . the subscriber base of megafon in  russia amounted to 70.5 million customers , which corresponds to the level of the first quarter of last year , if applying a new metering methodology to the indicator . in the second half of the year , the operator of the accounting system of the subscriber base , tightening the"	"rbc.ru"	"rus"	"LTU"
"20230101134500_tra_A0000810"	"he paid tribute to the late queen elizabeth ii , who died in september , but also to the football team of england and the lgbtq pride event that celebrated 50 years in 2022. in ukraine , ukraine does not seem to see an end to the struggles started after  russia invaded this country in february . in kyiv and other regions of ukraine , numerous explosions were heard , and the sirens saw all over the new year . on saturday , russia launched cruise missiles , an event described by the human rights commissioner in the ukrainian parliament as"	"hotnews.ro"	"ron"	"ROU"
"20230222190000_tra_A0000266"	"keep their strategic determination , said wang . he hoped for further exchange and new agreements . however , wang left open which agreements could be . putin in the stadium tutin was also devoted to a visit to the wan on wednesday , also a major patriotic assembly in  moscow. there he confirmed his view that the russian army in ukraine fights for historical areas belonging to russia . russia fights in ukraine for its historical areas , putin said at the concert event in the olympic stadium luschniki . putin for continuation of the war woman in a fully"	"orf.at"	"deu"	"AUT"
"20221021063000_tra_A0001236"	"that happens , the ... stones ) and the problems of macron , in view of macron , in view of budget , which instead of passing through the house , will be issued by a ... presidential decree . the only perhaps good of what is happening ( because  putin  is definitely rubbing his hands ) , especially after the punishment of the markets in liz trars , is that he will hardly giorgia meloni , the new far -right prime minister of italy , with the huge public debt . so , if she does not have complete ignorance"	"euro2day.gr"	"ell"	"GRC"
"20190809224500_tra_A0000125"	"videos of austria ex-chancellor ( övp ) word breakage . in short , he was assured and given the word that he will continue the legal conservative government , strache should resign as a vice chancellor . that said strache rt german , the german offshoot of rt , formerly  russia today . strache was resigned from all offices in mid-may after a video of 2017 published by spiegel and süddeutscher zeitung had brought him into massive miscredit . in it he had set up an alleged russian oligarchenichtes state orders in return for election campaign in favor of the prospect"	"spiegel.de"	"deu"	"DEU"
"20221201013000_tra_A0000525"	"contract worth $ 1.2 billion with raytheon missils and defense to supply six nasams six batteries , training and logistical support for the armed forces and safety forces ukraine , - said the pentagon statement , the statement said . as reported , two nasams air defense systems arrived in  ukraine on november 7. the us has undertaken to send eight national advanced anti -aircraft missile systems ( nasams ) . two of these . systems will be sent in the next few weeks , the rest will follow them . nasams is a mobile anti -aircraft missile complex of small"	"interfax.com.ua"	"ukr"	"UKR"
"20221223080000_tra_A0001170"	": false , c_isbrandstory : false , c_isbrandcontentorbrandstory : false , c_isbranded : false , c_ishvg360article : true , c_partnernername : null , c_partnerlogo : 000000-0000-0000-0000-0000-00000000000000 , c_partnerteg : 02d9a8b1-962f-4fe0-8165-25e2b56c96f5 , c_author : hvg.hu , category : world , description : the russians suffered severe losses in donetsk. , the  russians suffered severe losses in donetsk. , id : 20230102_kijev_haboru_raraketa_dron , image : https : //api.hvg.hu/img/ffdb5e3a -- e632-4abc-b367-3d9b3bb5 4fe0-8165-25e2b56c96f5.jpg , index : 0 , item : 7c3db4e5-fda1-439e-9bb3-281c50a7ffb2 , keywords : null , link : /world/20230102_kijev_haboru_rakta_dron , : 2023. january . 02 . 05:34 , title : on sunday night , they"	"hvg.hu"	"hun"	"HUN"
"20230103191500_tra_A0001576"	"rate fell to 137.6 percent in december , compared to 170.7 a month ago . the crisis is erdogan to change his foreign policies , so he resumed economic alliances with opponents of oil -rich countries in the arab world , and strengthened trade with russia despite its war in  ukraine . raising wages and pensions . these deals contributed to supporting foreign currency reserves in turkey , which allowed the stability of the lira . the government also forced the exporters on the transformation of 40 percent of their revenues in dollars to the lira , which increased the support"	"elaph.com"	"ara"	"MRT"
"20220227163000_tra_A0000053"	"embody political alternations of government . and she disqualifies the extremes and those who are too aligned with the pretty position . guest from radio j damien abad wants to believe in a rebound of valérie pécresse , but also of anne hidalgo in the polls , because of the  ukrainian crisis : so far , it was the one who spoke the strongest , who had the verb the above which was taken over everywhere . now it will be the one who speaks most seriously and the most involved as possible ."	"francetvinfo.fr"	"fra"	"PYF"
"20221005064500_tra_A0000391"	"until october 27 , 2022. konarev is accused of committing four crimes provided for in paragraphs “ a ” , “ in ” part 5 of art . 290 of the criminal code , and five crimes under part 6 of art . 290 of the criminal code of the  russian federation , ” ura.ru explained in the press service of the regional court . the version of the investigation , in 2019 , peter konarev , where he involved the leaders of the chelyabinsk mku city environment vadim levchenko , sergey lyubimov and alexander grasev . until 2021 , accomplices"	"ura.news"	"rus"	"LVA"
"20220422084500_tra_A0001791"	"approximately a quarter of buildings were destroyed from the beginning of the russian invasion of ukraine . at the beginning of the offensive , kharkov was the target of difficult attacks at the russian border , but remained under the control of ukraine . it is currently partially blocked by  russian forces . fozer promised to gather the best minds with the best planning , architectural , design and engineering skills in the world that will be able to start working on the citys restoration immediately and bring rebirth of kharkov . he explained that the first step would be to"	"pluska.sk"	"slk"	"SVK"
