Event ID	Event Date	Event Type	Event Mode	Event Intensity	Quad Code	Contexts	Actor Name	Actor Country	Actor COW	Primary Actor Sector	Actor Sectors	Actor Title	Actor Name Raw	Wikipedia Actor ID	Recipient Name	Recipient Country	Recipient COW	Primary Recipient Sector	Recipient Sectors	Recipient Title	Recipient Name Raw	Wikipedia Recipient ID	Placename	City	District	Province	Country	Latitude	Longitude	GeoNames ID	Raw Placename	Feature Type	Source	Publication Date	Story People	Story Organizations	Story Locations	Language	Version
20230926-1979-9d496409ad99_CONSULT_phone	2023-09-26	CONSULT	phone	1.50	VERBAL COOPERATION	None	Vladimir Putin; Ebrahim Raisi	Russia; Iran	365; 630	GOV; GOV	GOV; GOV	president; president	Vladimir Putin; Ebrahim Raisi	Vladimir Putin; Ebrahim Raisi	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	BBC Monitoring Former Soviet Union	2023-09-26	Putin | Vladimir Putin | Ebrahim Raisi | Raisi 	Kremlin | Brics | BBC Monitoring 	Republic of Armenia | Russian Federation | Republic of Azerbaijan | Islamic Republic of Iran 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2105-e8ab91c3f015_ASSAULT	2023-09-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military 	None	Ukraine	369	MIL	MIL	special battalion	Ukraine 's special forces	None	None; None	None; None	None; None	MIL; None	MIL; None	commander; None	commander; one	None; None	Sevastopol	Sevastopol	None	Sevastopol City	UKR	44.60795	33.52134	694423	Sevastopol	PPLA	Reuters News	2023-09-26	Dmitry Peskov | Sergei Shoigu | Sokolov | Viktor Sokolov | Shoigu 	Kremlin | Black Sea Fleet 	Autonomous Republic of Crimea | Moscow | Russian Federation | Sevastopol | Ukraine 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2222-378538ff531f_ACCUSE_disapprove	2023-09-26	ACCUSE	disapprove	-2.00	VERBAL CONFLICT	pro_democracy | human_rights 	None	Venezuela	101	GOV	GOV	government	Government of Venezuela	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	La República	2023-09-26	Nicolás Maduro 	the UN Human Rights Council | the United States Government | the Independent International Fact - Finding Mission | the Lima Group | UN 	Caracas 	Spanish	NGEC_coder-Vers001-b1-Run-001
20230926-2222-378538ff531f_ACCUSE_investigate	2023-09-26	ACCUSE	investigate	-3.50	VERBAL CONFLICT	pro_democracy | human_rights 	None	Venezuela	101	GOV	GOV	government	Government of Venezuela	None	None	Venezuela	101	GOV	GOV	government organization	Venezuelan institutions	None	None	None	None	None	None	None	None	None	South American country	None	La República	2023-09-26	Nicolás Maduro 	the UN Human Rights Council | the United States Government | the Independent International Fact - Finding Mission | the Lima Group | UN 	Caracas 	Spanish	NGEC_coder-Vers001-b1-Run-001
20230926-2510-e73a602730ec_COERCE_restrict	2023-09-26	COERCE	restrict	-7.00	MATERIAL CONFLICT	repression | political_institutions | rights_freedoms 	None	None	None	MIL	MIL	security force	Security forces	None	None	Ethiopia	530	CVL	CVL | OPP	opposition leader	Ethiopian opposition leader	None	Addis Ababa	Addis Ababa	None	Addis Ababa	ETH	9.02497	38.74689	344979	Addis Ababa	PPLC	Agence France Presse	2023-09-26	Seyoum Mengesha | Chane Kebede | Abiy Ahmed | Chane 	Ezema | Fano | Ethiopian Citizens for Justice 	Federal Democratic Republic of Ethiopia | Addis Ababa | Amhara | Amhara Region 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2510-e73a602730ec_COERCE_curfew	2023-09-26	COERCE	curfew	-6.50	MATERIAL CONFLICT	repression | political_institutions | rights_freedoms 	None	None	None	MIL	MIL	security force	Security forces	None	None	Ethiopia	530	CVL	CVL | OPP	opposition leader	Ethiopian opposition leader	None	None	None	None	None	None	None	None	None	Amhara	None	Agence France Presse	2023-09-26	Seyoum Mengesha | Chane Kebede | Abiy Ahmed | Chane 	Ezema | Fano | Ethiopian Citizens for Justice 	Federal Democratic Republic of Ethiopia | Addis Ababa | Amhara | Amhara Region 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2510-e73a602730ec_COERCE_martial-law	2023-09-26	COERCE	martial-law	-7.50	MATERIAL CONFLICT	repression | political_institutions | rights_freedoms 	Abiy Ahmed	Ethiopia	530	GOV	GOV	prime minister	Abiy Ahmed	Abiy Ahmed	None	None	None	None	None	None	early August	None	None	None	None	None	None	None	None	None	Amhara	None	Agence France Presse	2023-09-26	Seyoum Mengesha | Chane Kebede | Abiy Ahmed | Chane 	Ezema | Fano | Ethiopian Citizens for Justice 	Federal Democratic Republic of Ethiopia | Addis Ababa | Amhara | Amhara Region 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2510-e73a602730ec_COERCE_arrest	2023-09-26	COERCE	arrest	-7.00	MATERIAL CONFLICT	repression | political_institutions | rights_freedoms 	None	None	None	MIL	MIL	security force	Security forces	None	None	Ethiopia	530	CVL	CVL | OPP	opposition leader	Ethiopian opposition leader	None	Addis Ababa	Addis Ababa	None	Addis Ababa	ETH	9.02497	38.74689	344979	Addis Ababa	PPLC	Agence France Presse	2023-09-26	Seyoum Mengesha | Chane Kebede | Abiy Ahmed | Chane 	Ezema | Fano | Ethiopian Citizens for Justice 	Federal Democratic Republic of Ethiopia | Addis Ababa | Amhara | Amhara Region 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2510-e73a602730ec_COERCE_withold	2023-09-26	COERCE	withold	-7.00	MATERIAL CONFLICT	repression | political_institutions | rights_freedoms 	Abiy Ahmed	Ethiopia	530	GOV	GOV	prime minister	Abiy Ahmed	Abiy Ahmed	None	Ethiopia	530	CVL	CVL | OPP	opposition leader	Ethiopian opposition leader	None	Addis Ababa	Addis Ababa	None	Addis Ababa	ETH	9.02497	38.74689	344979	Addis Ababa	PPLC	Agence France Presse	2023-09-26	Seyoum Mengesha | Chane Kebede | Abiy Ahmed | Chane 	Ezema | Fano | Ethiopian Citizens for Justice 	Federal Democratic Republic of Ethiopia | Addis Ababa | Amhara | Amhara Region 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2510-e73a602730ec_ASSAULT	2023-09-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	repression | political_institutions | rights_freedoms 	None	None	None	None	None	None	None	None	None	Ethiopia	530	CVL	CVL | OPP	opposition leader	Ethiopian opposition leader	None	Addis Ababa	Addis Ababa	None	Addis Ababa	ETH	9.02497	38.74689	344979	Addis Ababa	PPLC	Agence France Presse	2023-09-26	Seyoum Mengesha | Chane Kebede | Abiy Ahmed | Chane 	Ezema | Fano | Ethiopian Citizens for Justice 	Federal Democratic Republic of Ethiopia | Addis Ababa | Amhara | Amhara Region 	English	NGEC_coder-Vers001-b1-Run-001
20230926-2892-526407b24d5d_CONSULT_third-party	2023-09-26	CONSULT	third-party	1.00	VERBAL COOPERATION	None	Recep Tayyip Erdoğan; Ilham Aliyev	Turkey; Azerbaijan	640; 373	GOV; GOV	GOV; GOV	president; president	Recep Tayyip Erdogan; Ilham Aliyev	Recep Tayyip Erdoğan; Ilham Aliyev	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Nakhchivan	None	Trend News Agency	2023-09-26	Yuce | Ilham Aliyev | Recep Tayyip Erdogan | Mehmet Yuce 	the UN General Assembly | the Faculty of Economics of | Azerbaijan State University of Economics | Trend | Uludag University 	Nakhchivan | Republic of Armenia | Republic of Azerbaijan | Republic of Turkey 	English	NGEC_coder-Vers001-b1-Run-001
20230926-3102-1f5d3286dc10_CONSULT_phone	2023-09-26	CONSULT	phone	1.50	VERBAL COOPERATION	diplomatic 	Sergey Lavrov; None; None; Sergey Lavrov	Russia; Tunisia; Tunisia; Russia	365; 616; 616; 365	GOV; GOV; GOV; GOV	GOV; GOV; GOV; GOV	Foreign Minister; Foreign Minister; Foreign Minister; Foreign Minister	Russian Foreign Minister Sergei Lavrov; Tunisian Foreign Minister Nabil Ammar; Tunisian Foreign Minister Nabil Ammar; Russian Foreign Minister Sergei Lavrov Minister	Sergey Lavrov; None; None; Sergey Lavrov	None	None	None	None	None	None	None	None	Moscow Oblast	None	None	Moscow Oblast	RUS	55.81363	36.71631	524925	Moscow	ADM1	National News Agency Lebanon	2023-09-26	Sergei Lavrov | Nabil Ammar | Ammar | Lavrov 	TASS | the United Nations General Assembly 	Russian Federation | Albany | Moscow Oblast | Republic of Tunisia 	Arabic	NGEC_coder-Vers001-b1-Run-001
20230926-3594-00534d7840ad_PROTEST	2023-09-26	PROTEST	None	-5.00	MATERIAL CONFLICT	human_rights 	Faculty of Law, University of Cambridge	United Kingdom	200	GOV	GOV	Law Ministry	Students from the Faculty of Law	Faculty of Law, University of Cambridge	None	None	None	None	None	None	None	None	San Francisco	San Francisco	City and County of San Francisco	California	USA	37.77493	-122.41942	5391959	Largo de São Francisco	PPLA2	Folha de São Paulo	2023-09-26	None	the Faculty of Law | FFLCH | Faculty of Philosophy , Letters and Human Sciences | USP 	San Francisco 	Portuguese	NGEC_coder-Vers001-b1-Run-001
20230926-3878-23844d9ebe54_ACCUSE_disapprove	2023-09-26	ACCUSE	disapprove	-2.00	VERBAL CONFLICT	None	Hossein Amir-Abdollahian	Iran	630	GOV	GOV	Foreign Minister	Iranian Foreign Minister Hossein Amir Abdollahian	Hossein Amir-Abdollahian	None; None	None; None	None; None	PTY; None	PTY; None	political parties; None	European parties; Washington	None; None	Tehran	Tehran	None	Tehran	IRN	35.69439	51.42151	112931	TEHRAN	PPLC	FARS News Agency	2023-09-26	Mahsa Amini | Amir Abdollahian | Hossein Amir Abdollahian 	Kyodo 	Tehran | United Kingdom of Great Britain and Northern Ireland | Federal Republic of Germany | Washington | Japan | Islamic Republic of Iran | Republic of France | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230926-3878-23844d9ebe54_ACCUSE_investigate	2023-09-26	ACCUSE	investigate	-3.50	VERBAL CONFLICT	None	Hossein Amir-Abdollahian	Iran	630	GOV	GOV	Foreign Minister	Iranian Foreign Minister Hossein Amir Abdollahian	Hossein Amir-Abdollahian	None; None	None; None	None; None	PTY; None	PTY; None	political parties; None	European parties; Washington	None; None	Tehran	Tehran	None	Tehran	IRN	35.69439	51.42151	112931	TEHRAN	PPLC	FARS News Agency	2023-09-26	Mahsa Amini | Amir Abdollahian | Hossein Amir Abdollahian 	Kyodo 	Tehran | United Kingdom of Great Britain and Northern Ireland | Federal Republic of Germany | Washington | Japan | Islamic Republic of Iran | Republic of France | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230926-3878-23844d9ebe54_ACCUSE_allege	2023-09-26	ACCUSE	allege	-3.50	VERBAL CONFLICT	None	Hossein Amir-Abdollahian	Iran	630	GOV	GOV	Foreign Minister	Iranian Foreign Minister Hossein Amir Abdollahian	Hossein Amir-Abdollahian	None; None	None; None	None; None	PTY; None	PTY; None	political parties; None	European parties; Washington	None; None	Japan	None	None	None	JPN	35.68536	139.75309	1861060	Japan	PCLI	FARS News Agency	2023-09-26	Mahsa Amini | Amir Abdollahian | Hossein Amir Abdollahian 	Kyodo 	Tehran | United Kingdom of Great Britain and Northern Ireland | Federal Republic of Germany | Washington | Japan | Islamic Republic of Iran | Republic of France | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230926-3878-23844d9ebe54_PROTEST	2023-09-26	PROTEST	None	-5.00	MATERIAL CONFLICT	None	Hossein Amir-Abdollahian	Iran	630	GOV	GOV	Foreign Minister	Iranian Foreign Minister Hossein Amir Abdollahian	Hossein Amir-Abdollahian	None; None	None; None	None; None	PTY; None	PTY; None	political parties; None	European parties; Washington	None; None	None	None	None	None	None	None	None	None	several cities across Iran	None	FARS News Agency	2023-09-26	Mahsa Amini | Amir Abdollahian | Hossein Amir Abdollahian 	Kyodo 	Tehran | United Kingdom of Great Britain and Northern Ireland | Federal Republic of Germany | Washington | Japan | Islamic Republic of Iran | Republic of France | United States 	English	NGEC_coder-Vers001-b1-Run-001
20230926-4306-09e4e5146912_ACCUSE	2023-09-26	ACCUSE	None	-3.00	VERBAL CONFLICT	None	Vladimir Putin	Russia	365	GOV	GOV	president	President Vladimir Putin	Vladimir Putin	Ramzan Kadyrov	Russia	365	GOV	GOV	administrative official	Ramzan Kadyrov	Ramzan Kadyrov	None	None	None	None	None	None	None	None		None	Reuters News	2023-09-26	Putin | Vladimir Putin | Adam | Ramzan Kadyrov | Nikita Zhuravel | Kadyrov 	Kremlin | pro - Kremlin 	Moscow | Russian Federation 	English	NGEC_coder-Vers001-b1-Run-001
20230926-4442-64e6f04c532d_CONSULT_third-party	2023-09-26	CONSULT	third-party	1.00	VERBAL COOPERATION	diplomatic 	None; None; None	South Korea; Japan; China	732; 740; 710	None; None; None	None; None; None	None; None; None	South Korea; Japan; China	None; None; None	None	None	None	None	None	None	None	None	Seoul	Seoul	None	Seoul	KOR	37.566	126.9784	1835848	Seoul	PPLC	Jiji Press English News Service	2023-09-26	Nong Rong | Fumio Kishida | Li Qiang | Takehiro Funakoshi | Chung Byung - won | Yoon Suk - yeol 	None	People’s Republic of China | Republic of Korea | Seoul | Japan 	English	NGEC_coder-Vers001-b1-Run-001
20230926-4442-64e6f04c532d_CONSULT_multilateral	2023-09-26	CONSULT	multilateral	4.00	VERBAL COOPERATION	diplomatic 	None; Suh Chung-won; Nong Rong; None; None	Japan; South Korea; China; Japan; China	740; 732; 710; 740; 710	GOV; PTY; GOV; None; None	GOV; PTY; GOV; None; None	Foreign Minister; politician; ambassador to; None; None	Japanese senior foreign minister Takehiro Funakoshi; Chung Byung won; Chinese Assistant Foreign Minister Nong Rong; Japan; China	None; Suh Chung-won; Nong Rong; None; None	None	None	None	None	None	None	None	None	Seoul	Seoul	None	Seoul	KOR	37.566	126.9784	1835848	Seoul	PPLC	Jiji Press English News Service	2023-09-26	Nong Rong | Fumio Kishida | Li Qiang | Takehiro Funakoshi | Chung Byung - won | Yoon Suk - yeol 	None	People’s Republic of China | Republic of Korea | Seoul | Japan 	English	NGEC_coder-Vers001-b1-Run-001
20230926-4670-c6af9307c2da_THREATEN	2023-09-26	THREATEN	None	-3.50	VERBAL CONFLICT	economic | environment 	Fumio Kishida	Japan	740	GOV	GOV	prime minister	Fumio Kishida	Fumio Kishida	None	None	None	GOV	GOV	cabinet	cabinet	None	None	None	None	None	None	None	None	None	Japanese	None	Jiji Press English News Service	2023-09-26	Fumio Kishida | Kishida 	None	None	English	NGEC_coder-Vers001-b1-Run-001
20230926-5601-fb0c6928881c_COERCE_arrest	2023-09-26	COERCE	arrest	-7.00	MATERIAL CONFLICT	legal 	None	None	None	JUD	JUD	magistrate	Magistrates ' Court	None	None; None; None; None; None; None	None; Tanzania; Seychelles; None; None; None	None; 510; 591; None; None; None	None; LEG; LEG; CRM; None; LEG	None; LEG; LEG; CRM; None; LEG	None; national council; national council; vandals; None; elected bodies	national other acts; Tanzanian national; national Seychellois; national vandalism; national witchcraft; national bodies	None; None; None; None; None; None	None	None	None	None	None	None	None	None		None	AllAfrica	2023-09-26	Brigitte Asba 	the Magistrates ' Court 	None	English	NGEC_coder-Vers001-b1-Run-001
20230926-5725-3f3c1cfc189c_AID	2023-09-26	AID	NA	10.00	MATERIAL COOPERATION	natural_resource 	None	Turkey	640	None	None	None	Turkey	None	None	None	None	None	None	None	1,000 pipes	None	None	None	None	None	None	None	None	None	Ehoala	None	AllAfrica	2023-09-26	Paubert Mahatante | Voahary Rakotovelomanantsoa | Fidiniavo | Fidiniavo Ravokatra | Tianarivelo Razafimahefa | Soja Lahimaro Tsimandilatse 	Water , Sanitation and Hygiene 	Anosy Region | Esalo | Eden Project | Ambovombe | Androy Region | Manambaro | Republic of Turkey 	French	NGEC_coder-Vers001-b1-Run-001
20230926-6215-bca2f8ac8af6_ACCUSE	2023-09-26	ACCUSE	None	-3.00	VERBAL CONFLICT	political_institutions 	None	None	None	None	None	None	None	None	Lee Jae-myung	South Korea	732	CVL	CVL | OPP	democratic opposition leader	Lee Jae - myung	Lee Jae-myung	None	None	None	None	None	None	None	None	Seoul Central District Court	None	香港01网 (简体)	2023-09-26	Lee Jae - myung | Li Zaiming 	the Democratic Party of Korea | Yonhap News Agency | the Seoul Central District Court 	Seoul | Republic of Korea 	Chinese	NGEC_coder-Vers001-b1-Run-001
20230926-6875-985daaee6870_THREATEN	2023-09-26	THREATEN	None	-3.50	VERBAL CONFLICT	pro_democracy 	Raymond Ndong Sima	Gabon	481	ELI	ELI	previously held a GOV role, so coded as ELI	Raymond Ndong Sima	Raymond Ndong Sima	None	None	None	None	None	None	None	None	Gabonese Republic	None	None	None	GAB	-1.0	11.75	2400553	Gabon	PCLI	BBC Monitoring Africa	2023-09-26	Brice Oligui Nguema | Raymond Ndong Sima 	CTRI | RFI | BBC Monitoring | senate | Committee for the Transition and Restoration of Institutions 	Gabonese Republic 	English	NGEC_coder-Vers001-b1-Run-001
20230926-7131-99c63ed8be3c_COERCE_seize	2023-09-26	COERCE	seize	-7.00	MATERIAL CONFLICT	None	Border guard; None	None; None	None; None	MIL; COP	MIL; COP	border security; police	Border Guard; Police	Border guard; None	Enefit Green	Estonia	366	BUS	BUS	company	Enefit Green	Enefit Green	None	None	None	None	None	None	None	None		None	Dow Jones Institutional News	2023-09-26	Kaasik 	Enefit Green | the Estonian Police and Border Guard Board | Internal Audit Department | the Economic Crimes Bureau | the Economic Crimes Bureau of Estonian Police and Border Guard Board | Enefit Green 's 	Gretna Green | Île-Tudy 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8421-611f10327c43_MOBILIZE_troops	2023-09-26	MOBILIZE	troops	-6.50	MATERIAL CONFLICT	military 	None	Poland	290	None	None	None	Poland	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	Prime-News	2023-09-26	None	the US State Department | EU | NATO 	Republic of Belarus | Republic of Poland | Russian Federation | United States Virgin Islands | Warsaw | Ukraine | United States | Minsk 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8421-611f10327c43_MOBILIZE_weapons	2023-09-26	MOBILIZE	weapons	-6.50	MATERIAL CONFLICT	military 	None	Poland	290	None	None	None	Poland	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	United States	None	Prime-News	2023-09-26	None	the US State Department | EU | NATO 	Republic of Belarus | Republic of Poland | Russian Federation | United States Virgin Islands | Warsaw | Ukraine | United States | Minsk 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8689-c7adf3032a6d_ASSAULT	2023-09-26	ASSAULT	None	-9.00	MATERIAL CONFLICT	military 	Kyiv	Ukraine	369	GOV	GOV	capital city	Kyiv	Kyiv	None; Viktor Nikolayevich Sokolov	None; Russia	None; 365	COP; MIL	COP; MIL	policemen; naval officer	officers; Admiral Viktor Sokolov	None; Viktor Nikolayevich Sokolov	None	None	None	None	None	None	None	None		None	The Moscow Times	2023-09-26	Sokolov | Viktor Sokolov | Dmitry Peskov 	Defense Ministry | Russian Navy | the Defense Ministry | Kremlin | Black Sea Fleet 	Russian Federation | Ukraine | Kyiv 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8788-fb003e7c2315_ACCUSE_disapprove	2023-09-26	ACCUSE	disapprove	-2.00	VERBAL CONFLICT	military 	Arsen Đurić	Serbia	None	PTY	PTY	politician	Arsen Temirayev	Arsen Đurić	None	None	None	MIL	MIL | COP	military police	Military Police	None	North Ossetia	None	None	North Ossetia	RUS	43.0	44.25	519969	North Ossetia	ADM1	The Moscow Times	2023-09-26	Temirayev | Arsen Temirayev 	None	North Ossetia | Russian Federation | Ukraine | Zaporizhzhia 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8788-fb003e7c2315_ACCUSE_allege	2023-09-26	ACCUSE	allege	-3.50	VERBAL CONFLICT	military 	Arsen Đurić	Serbia	None	PTY	PTY	politician	Arsen Temirayev	Arsen Đurić	None	None	None	MIL	MIL | COP	military police	military police officers	None	Ukraine	None	None	None	UKR	49.0	32.0	690791	Ukraine	PCLI	The Moscow Times	2023-09-26	Temirayev | Arsen Temirayev 	None	North Ossetia | Russian Federation | Ukraine | Zaporizhzhia 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8910-e40e8ab382a1_THREATEN	2023-09-26	THREATEN	None	-3.50	VERBAL CONFLICT	legal | health 	None	Iran	630	JUD	JUD	court	Iranian court	None	Four Frightened People	United States	2	JRN	JRN	filmaker	four people	Four Frightened People	None	None	None	None	None	None	None	None	Alborz	None	Xinhua News Agency	2023-09-26	Masoud Setayeshi | Setayeshi 	None	Alborz 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8910-e40e8ab382a1_COERCE_seize	2023-09-26	COERCE	seize	-7.00	MATERIAL CONFLICT	legal | health 	None	Iran	630	JUD	JUD	court	Iranian court	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None		None	Xinhua News Agency	2023-09-26	Masoud Setayeshi | Setayeshi 	None	Alborz 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8910-e40e8ab382a1_COERCE_arrest	2023-09-26	COERCE	arrest	-7.00	MATERIAL CONFLICT	legal | health 	None	Iran	630	JUD	JUD	court	Iranian court	None	Four Frightened People	United States	2	JRN	JRN	filmaker	four people	Four Frightened People	None	None	None	None	None	None	None	None	Alborz	None	Xinhua News Agency	2023-09-26	Masoud Setayeshi | Setayeshi 	None	Alborz 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8910-e40e8ab382a1_ASSAULT_suicide-attack	2023-09-26	ASSAULT	suicide-attack	-9.50	MATERIAL CONFLICT	legal | health 	None	Iran	630	JUD	JUD	court	Iranian court	None	None	None	None	CVL	CVL	individuals	people	None	None	None	None	None	None	None	None	None	Alborz	None	Xinhua News Agency	2023-09-26	Masoud Setayeshi | Setayeshi 	None	Alborz 	English	NGEC_coder-Vers001-b1-Run-001
20230926-8910-e40e8ab382a1_ASSAULT_heavy-weapons	2023-09-26	ASSAULT	heavy-weapons	-9.50	MATERIAL CONFLICT	legal | health 	None	Iran	630	JUD	JUD	court	Iranian court	None	Four Frightened People	United States	2	JRN	JRN	filmaker	four people	Four Frightened People	None	None	None	None	None	None	None	None	Alborz	None	Xinhua News Agency	2023-09-26	Masoud Setayeshi | Setayeshi 	None	Alborz 	English	NGEC_coder-Vers001-b1-Run-001
20230926-9328-c799a0c7a4c1_AID	2023-09-26	AID	NA	10.00	MATERIAL COOPERATION	peacekeeping 	None	Intergovernmental Organization	None	None	None	peacekeeping troops	Russian peacekeepers	None	None	Armenia	371	None	None	None	Armenians	None	None	None	None	None	None	None	None	None	Nagorno - Karabakh	None	BBC Monitoring Former Soviet Union	2023-09-26	None	Foreign Ministry 	Baku | Russian Federation | Ağdam | Laçın | Xankandi 	English	NGEC_coder-Vers001-b1-Run-001
20230926-9462-f9b0321ee6c4_THREATEN_ban	2023-09-26	THREATEN	ban	-3.50	VERBAL CONFLICT	pro_autocracy | military 	Jeune Afrique	France	220	JRN	JRN	news magazine	Jeune Afrique	Jeune Afrique	None	Burkina Faso	439	None	None	None	Burkina Faso	None	None	None	None	None	None	None	None	None	Tuesday	None	Agence France Presse	2023-09-26	Norbert Zongo 	Jeune Afrique 	Burkina Faso 	English	NGEC_coder-Vers001-b1-Run-001
20230926-9462-f9b0321ee6c4_SANCTION	2023-09-26	SANCTION	None	-6.00	MATERIAL CONFLICT	pro_autocracy | military 	None	Burkina Faso	439	GOV	GOV	ruling junta	Burkina Faso 's junta - led government	None	Jeune Afrique	France	220	JRN	JRN	news magazine	Jeune Afrique	Jeune Afrique	None	None	None	None	None	None	None	None	Burkina Faso	None	Agence France Presse	2023-09-26	Norbert Zongo 	Jeune Afrique 	Burkina Faso 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0118-a16d7e26250a_CONSULT	2023-09-26	CONSULT	None	2.50	VERBAL COOPERATION	None	None	Mali	432	None	None	None	Riyad al - Maliki	None	Ramallah	Palestinian Territories	None	CVL	CVL	city	Ramallah	Ramallah	None	None	None	None	None	None	None	None	Tuesday	None	Agence France Presse	2023-09-26	Riyad al - Maliki | Sudairi | Nayef al - Sudairi 	None	State of Israel | West Bank | United Arab Emirates | Ramallah | Kingdom of Bahrain | Washington | Riyadh | Kingdom of Saudi Arabia | Middle East | Kingdom of Morocco 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0118-a16d7e26250a_REQUEST_assist	2023-09-26	REQUEST	assist	0.50	VERBAL CONFLICT	None	None	Saudi Arabia	670	GOV	GOV	envoy	Saudi envoy	None	None	Israel	666	None	None	None	Israel	None	None	None	None	None	None	None	None	None	West Bank	None	Agence France Presse	2023-09-26	Riyad al - Maliki | Sudairi | Nayef al - Sudairi 	None	State of Israel | West Bank | United Arab Emirates | Ramallah | Kingdom of Bahrain | Washington | Riyadh | Kingdom of Saudi Arabia | Middle East | Kingdom of Morocco 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0118-a16d7e26250a_REQUEST_change	2023-09-26	REQUEST	change	-1.00	VERBAL CONFLICT	None	None	Saudi Arabia	670	GOV	GOV	envoy	Saudi envoy	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	West Bank	None	Agence France Presse	2023-09-26	Riyad al - Maliki | Sudairi | Nayef al - Sudairi 	None	State of Israel | West Bank | United Arab Emirates | Ramallah | Kingdom of Bahrain | Washington | Riyadh | Kingdom of Saudi Arabia | Middle East | Kingdom of Morocco 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0118-a16d7e26250a_REQUEST_yield	2023-09-26	REQUEST	yield	-1.00	VERBAL CONFLICT	None	None	Saudi Arabia	670	GOV	GOV	envoy	Saudi envoy	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	West Bank	None	Agence France Presse	2023-09-26	Riyad al - Maliki | Sudairi | Nayef al - Sudairi 	None	State of Israel | West Bank | United Arab Emirates | Ramallah | Kingdom of Bahrain | Washington | Riyadh | Kingdom of Saudi Arabia | Middle East | Kingdom of Morocco 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0118-a16d7e26250a_THREATEN_restrict	2023-09-26	THREATEN	restrict	-3.00	VERBAL CONFLICT	None	None	Saudi Arabia	670	GOV	GOV	envoy	Saudi envoy	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	West Bank	None	Agence France Presse	2023-09-26	Riyad al - Maliki | Sudairi | Nayef al - Sudairi 	None	State of Israel | West Bank | United Arab Emirates | Ramallah | Kingdom of Bahrain | Washington | Riyadh | Kingdom of Saudi Arabia | Middle East | Kingdom of Morocco 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0118-a16d7e26250a_THREATEN_ban	2023-09-26	THREATEN	ban	-3.50	VERBAL CONFLICT	None	None	Saudi Arabia	670	GOV	GOV	envoy	Saudi envoy	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	West Bank	None	Agence France Presse	2023-09-26	Riyad al - Maliki | Sudairi | Nayef al - Sudairi 	None	State of Israel | West Bank | United Arab Emirates | Ramallah | Kingdom of Bahrain | Washington | Riyadh | Kingdom of Saudi Arabia | Middle East | Kingdom of Morocco 	English	NGEC_coder-Vers001-b1-Run-001
20230926-0364-b66b32b7a6f2_ACCUSE_disapprove	2023-09-26	ACCUSE	disapprove	-2.00	VERBAL CONFLICT	military | peacekeeping 	None	Serbia	None	GOV	GOV	president	Serbia ’s president	None	None	Serbia	None	None	None	None	Serbia	None	Belgrade	Belgrade	Belgrade	Central Serbia	SRB	44.80401	20.46513	792680	Belgrade	PPLC	Associated Press Newswires	2023-09-26	Albin Kurti | Kurti | Vučić 	Instagram | KFOR | EU | NATO 	Republic of Kosovo | Belgrade | Kosovo Polje | Serbia 	English	NGEC_coder-Vers001-b1-Run-001
